artist,title,Artist,n,"str_replace_all(artist, ""[[:punct:]]"", "" "")",URI,spotifyID,tempo
Franz%2520Ferdinand,Right%2520Action,Franz Ferdinand,305,Franz Ferdinand,https://api.spotify.com/v1/audio-features/20I8RduZC2PWMWTDCZuuAN,20I8RduZC2PWMWTDCZuuAN,104.561
Megafaun,The%2520Fade,Megafaun,305,Megafaun,https://api.spotify.com/v1/audio-features/0tleOXd3lvqEKEWz2kC0mR,0tleOXd3lvqEKEWz2kC0mR,112.042
Ray%2520LaMontagne,Hey%2520%2520No%2520Pressure,Ray LaMontagne,305,Ray LaMontagne,https://api.spotify.com/v1/audio-features/1U1GtaJeYwGsPgqV9Me5bb,1U1GtaJeYwGsPgqV9Me5bb,170.134
Spoon,Inside%2520Out,Spoon,305,Spoon,https://api.spotify.com/v1/audio-features/7qCZgvV98j6RjUULW1s1it,7qCZgvV98j6RjUULW1s1it,176.016
Hippo%2520Campus,Suicide%2520Saturday,Hippo Campus,304,Hippo Campus,https://api.spotify.com/v1/audio-features/0scQIzgcOhnmfqfOTpRUFH,0scQIzgcOhnmfqfOTpRUFH,155.895
Of%2520Monsters%2520And%2520Men,Crystals,Of Monsters And Men,304,Of Monsters And Men,https://api.spotify.com/v1/audio-features/5wU6jk9kxYzFGUpeE6T2Q5,5wU6jk9kxYzFGUpeE6T2Q5,132.195
Sylvan%2520Esso,Radio,Sylvan Esso,304,Sylvan Esso,https://api.spotify.com/v1/audio-features/30GGIrrJdSNtecPiFcVP5O,30GGIrrJdSNtecPiFcVP5O,100.01
CHVRCHES,Leave%2520A%2520Trace,CHVRCHES,303,CHVRCHES,https://api.spotify.com/v1/audio-features/5HTBPhN9b2GMp5YXAGV6lT,5HTBPhN9b2GMp5YXAGV6lT,99.876
D'Angelo%2520And%2520The%2520Vanguard,Sugah%2520Daddy,D'Angelo And The Vanguard,303,D Angelo And The Vanguard,https://api.spotify.com/v1/audio-features/7AjfklMN4WpQYz5FkT4E66,7AjfklMN4WpQYz5FkT4E66,84.898
St.%2520Vincent,Prince%2520Johnny,St. Vincent,303,St  Vincent,https://api.spotify.com/v1/audio-features/2QSUyofqpGDCo026OPiTBQ,2QSUyofqpGDCo026OPiTBQ,118.955
Future%2520Islands,Seasons%2520%2520Waiting%2520On%2520You%2520,Future Islands,302,Future Islands,https://api.spotify.com/v1/audio-features/522YBf6WqBwJVAe7oHLymu,522YBf6WqBwJVAe7oHLymu,140.022
Band%2520Of%2520Skulls,Death%2520By%2520Diamonds%2520And%2520Pearls,Band Of Skulls,301,Band Of Skulls,https://api.spotify.com/v1/audio-features/5VEuEfbpql6v00JoON8CK9,5VEuEfbpql6v00JoON8CK9,134.881
Hippo%2520Campus,Souls,Hippo Campus,301,Hippo Campus,https://api.spotify.com/v1/audio-features/64TjzuxG5PJ7payjphrOC0,64TjzuxG5PJ7payjphrOC0,130.114
JD%2520McPherson,Lucky%2520Penny,JD McPherson,301,JD McPherson,https://api.spotify.com/v1/audio-features/2ZncWeiscCUcJI60YEDrfU,2ZncWeiscCUcJI60YEDrfU,127.979
Jack%2520Garratt,Worry,Jack Garratt,301,Jack Garratt,https://api.spotify.com/v1/audio-features/5mLcaGVV89H58FWJ677E6K,5mLcaGVV89H58FWJ677E6K,90.196
She%2520And%2520Him,In%2520The%2520Sun,She And Him,301,She And Him,https://api.spotify.com/v1/audio-features/1ZHYoYfWMYnGAzlwOi2XP4,1ZHYoYfWMYnGAzlwOi2XP4,108.531
The%2520Gaslight%2520Anthem,45,The Gaslight Anthem,301,The Gaslight Anthem,https://api.spotify.com/v1/audio-features/25Sd73fleKUVPNqITPZkn1,25Sd73fleKUVPNqITPZkn1,178.068
Vampire%2520Weekend,Holiday,Vampire Weekend,301,Vampire Weekend,https://api.spotify.com/v1/audio-features/4wtxSmTTeg6CiuhwIVKv0b,4wtxSmTTeg6CiuhwIVKv0b,155.827
CHVRCHES,Clearest%2520Blue,CHVRCHES,300,CHVRCHES,https://api.spotify.com/v1/audio-features/2ZcgMcdnkbezAGvpdvaGGq,2ZcgMcdnkbezAGvpdvaGGq,116.011
Har%2520Mar%2520Superstar,Prisoner,Har Mar Superstar,300,Har Mar Superstar,https://api.spotify.com/v1/audio-features/0B9ocbxpcwlzoML0xBeXF1,0B9ocbxpcwlzoML0xBeXF1,105.965
CHVRCHES,Never%2520Ending%2520Circles,CHVRCHES,299,CHVRCHES,https://api.spotify.com/v1/audio-features/2ZOSOses8rghy9wkPPDRQM,2ZOSOses8rghy9wkPPDRQM,89.994
Father%2520John%2520Misty,Total%2520Entertainment%2520Forever,Father John Misty,299,Father John Misty,https://api.spotify.com/v1/audio-features/3O30ywyRk6EKT68sBvVqOP,3O30ywyRk6EKT68sBvVqOP,93.979
Field%2520Report,I%2520Am%2520Not%2520Waiting%2520Anymore,Field Report,299,Field Report,https://api.spotify.com/v1/audio-features/2EiNXjkmYroSrruOMfv9qw,2EiNXjkmYroSrruOMfv9qw,129.856
Jain,Come,Jain,299,Jain,https://api.spotify.com/v1/audio-features/6rsaPVWaUt8rgKURm2dzp3,6rsaPVWaUt8rgKURm2dzp3,79.657
Mayer%2520Hawthorne,Her%2520Favorite%2520Song,Mayer Hawthorne,299,Mayer Hawthorne,https://api.spotify.com/v1/audio-features/3eFx554nKpVNe4otynSsK0,3eFx554nKpVNe4otynSsK0,83.948
Dan%2520Auerbach,Shine%2520On%2520Me,Dan Auerbach,298,Dan Auerbach,https://api.spotify.com/v1/audio-features/3SFWCLORNGjFCwBfv3ysgy,3SFWCLORNGjFCwBfv3ysgy,152.816
Howler,I%2520Told%2520You%2520Once,Howler,298,Howler,https://api.spotify.com/v1/audio-features/00Q8eQqMWUvo0YQUnlCCuL,00Q8eQqMWUvo0YQUnlCCuL,120.069
St.%2520Vincent,Teenage%2520Talk,St. Vincent,298,St  Vincent,https://api.spotify.com/v1/audio-features/25FTMokYEbEWHEdss5JLZS,25FTMokYEbEWHEdss5JLZS,94.661
Stars,The%2520Theory%2520Of%2520Relativity,Stars,298,Stars,https://api.spotify.com/v1/audio-features/29dzHsq1KsSVMIqxu3TDnW,29dzHsq1KsSVMIqxu3TDnW,108.019
Sufjan%2520Stevens,I%2520Walked,Sufjan Stevens,298,Sufjan Stevens,https://api.spotify.com/v1/audio-features/1yupbrI7ROhigIHpQBevPh,1yupbrI7ROhigIHpQBevPh,124.97
Alabama%2520Shakes,I%2520Found%2520You,Alabama Shakes,297,Alabama Shakes,https://api.spotify.com/v1/audio-features/436bx0eHJS5DPgIyfsDU31,436bx0eHJS5DPgIyfsDU31,88.311
Dawes,Things%2520Happen,Dawes,297,Dawes,https://api.spotify.com/v1/audio-features/2bit43ZeiBbbiHUtyWuthM,2bit43ZeiBbbiHUtyWuthM,113.975
Ezra%2520Furman,Restless%2520Year,Ezra Furman,297,Ezra Furman,https://api.spotify.com/v1/audio-features/3aOqxUnZ6LI5dxQ3iqAQ6C,3aOqxUnZ6LI5dxQ3iqAQ6C,94.525
Givers,Saw%2520You%2520First,Givers,297,Givers,https://api.spotify.com/v1/audio-features/7A3uhvZBmoLzCCFQT14lGU,7A3uhvZBmoLzCCFQT14lGU,111.186
Little%2520Dragon,Ritual%2520Union,Little Dragon,297,Little Dragon,https://api.spotify.com/v1/audio-features/5uTjNzGKCQ50synrf9dWmT,5uTjNzGKCQ50synrf9dWmT,144.035
M83,Reunion,M83,297,M83,https://api.spotify.com/v1/audio-features/0aGA1zFV0ER1xLiJmHxb2s,0aGA1zFV0ER1xLiJmHxb2s,0
Ron%2520Gallo,Young%2520Lady%2520%2520You%2520re%2520Scaring%2520Me,Ron Gallo,297,Ron Gallo,https://api.spotify.com/v1/audio-features/6PtIXICwmoxCgLjw2zApDs,6PtIXICwmoxCgLjw2zApDs,109.675
Brandi%2520Carlile,Dreams,Brandi Carlile,296,Brandi Carlile,https://api.spotify.com/v1/audio-features/0EKBV6GybPtALXUgWqWrym,0EKBV6GybPtALXUgWqWrym,93.621
Dawes,If%2520I%2520Wanted%2520Someone,Dawes,296,Dawes,https://api.spotify.com/v1/audio-features/2bit43ZeiBbbiHUtyWuthM,2bit43ZeiBbbiHUtyWuthM,113.975
My%2520Morning%2520Jacket,Wonderful%2520%2520The%2520Way%2520I%2520Feel%2520,My Morning Jacket,296,My Morning Jacket,https://api.spotify.com/v1/audio-features/0FCcdnQ00vnd3PVebbDMx2,0FCcdnQ00vnd3PVebbDMx2,106.55
Spoon,Rent%2520I%2520Pay,Spoon,296,Spoon,https://api.spotify.com/v1/audio-features/0KoqGhlIE6z7Wyil2MN0xh,0KoqGhlIE6z7Wyil2MN0xh,96.405
Jagwar%2520Ma,Come%2520Save%2520Me,Jagwar Ma,295,Jagwar Ma,https://api.spotify.com/v1/audio-features/5WEL5aVnT1ssmKF5phZIg0,5WEL5aVnT1ssmKF5phZIg0,127.971
Local%2520Natives,Breakers,Local Natives,295,Local Natives,https://api.spotify.com/v1/audio-features/2NW8BcU7ZtnJODt9VXQtgR,2NW8BcU7ZtnJODt9VXQtgR,106.568
Lucius,Tempest,Lucius,295,Lucius,https://api.spotify.com/v1/audio-features/0VgTSrfmpE3mExZ6B7Fmyz,0VgTSrfmpE3mExZ6B7Fmyz,114.875
Nathaniel%2520Rateliff%2520And%2520The%2520Night%2520Sweats,Look%2520It%2520Here,Nathaniel Rateliff And The Night Sweats,295,Nathaniel Rateliff And The Night Sweats,https://api.spotify.com/v1/audio-features/1VPUpUwtbpoRVXt0txVU0w,1VPUpUwtbpoRVXt0txVU0w,109.948
Thundercat,Them%2520Changes,Thundercat,295,Thundercat,https://api.spotify.com/v1/audio-features/7CH99b2i1TXS5P8UUyWtnM,7CH99b2i1TXS5P8UUyWtnM,81.657
Andrew%2520Bird,Capsized,Andrew Bird,294,Andrew Bird,https://api.spotify.com/v1/audio-features/2dAzuxEnwjHmYN1K5bAZDC,2dAzuxEnwjHmYN1K5bAZDC,82.505
Car%2520Seat%2520Headrest,Drunk%2520Drivers,Car Seat Headrest,294,Car Seat Headrest,https://api.spotify.com/v1/audio-features/75hwtYcghca6YKW4i6C6fP,75hwtYcghca6YKW4i6C6fP,117.101
Courtney%2520Barnett,Nobody%2520Really%2520Cares%2520If%2520You%2520Don%2520t%2520Go%2520To%2520The%2520Party,Courtney Barnett,294,Courtney Barnett,https://api.spotify.com/v1/audio-features/4IcqE1YunbbLhF6iDWXDiH,4IcqE1YunbbLhF6iDWXDiH,136.688
Glass%2520Animals,Hazey,Glass Animals,294,Glass Animals,https://api.spotify.com/v1/audio-features/3hNKgQkCSn8eGTfyfiGWN3,3hNKgQkCSn8eGTfyfiGWN3,97.878
Mark%2520Ronson,Daffodils%2520feat%2520%2520Kevin%2520Parker,Mark Ronson,294,Mark Ronson,https://api.spotify.com/v1/audio-features/1v0ufp7FLTFcykUGOmFZKa,1v0ufp7FLTFcykUGOmFZKa,108.945
Pearl%2520Jam,The%2520Fixer,Pearl Jam,294,Pearl Jam,https://api.spotify.com/v1/audio-features/62nQ8UZVqR2RMvkJHkcO2o,62nQ8UZVqR2RMvkJHkcO2o,108.808
Tame%2520Impala,Solitude%2520Is%2520Bliss,Tame Impala,294,Tame Impala,https://api.spotify.com/v1/audio-features/1CHMI7ukV63zojE0koJbsO,1CHMI7ukV63zojE0koJbsO,103.968
The%2520Cactus%2520Blossoms,Stoplight%2520Kisses,The Cactus Blossoms,294,The Cactus Blossoms,https://api.spotify.com/v1/audio-features/5a0nDWlooW1BKOtc3beONv,5a0nDWlooW1BKOtc3beONv,150.536
A%2520Tribe%2520Called%2520Quest,We%2520The%2520People%2520%2520%2520%2520,A Tribe Called Quest,293,A Tribe Called Quest,https://api.spotify.com/v1/audio-features/7GbTZpglTUcL9uUQa9cjbH,7GbTZpglTUcL9uUQa9cjbH,154.958
Alex%2520Lahey,Every%2520Day%2520s%2520The%2520Weekend,Alex Lahey,293,Alex Lahey,https://api.spotify.com/v1/audio-features/19IEoiE1qTV8zzIiQghkX1,19IEoiE1qTV8zzIiQghkX1,182.113
Arcade%2520Fire,Normal%2520Person,Arcade Fire,293,Arcade Fire,https://api.spotify.com/v1/audio-features/1Xi84slp6FryDSCbzq4UCD,1Xi84slp6FryDSCbzq4UCD,71.884
Brandi%2520Carlile,That%2520Wasn%2520t%2520Me,Brandi Carlile,293,Brandi Carlile,https://api.spotify.com/v1/audio-features/0EKBV6GybPtALXUgWqWrym,0EKBV6GybPtALXUgWqWrym,93.621
Fleet%2520Foxes,Third%2520Of%2520May,Fleet Foxes,293,Fleet Foxes,https://api.spotify.com/v1/audio-features/0GegHVxeozw3rdjte45Bfx,0GegHVxeozw3rdjte45Bfx,124.932
Foals,Inhaler,Foals,293,Foals,https://api.spotify.com/v1/audio-features/1eNtDdE5rBiQoVQVLnFlrb,1eNtDdE5rBiQoVQVLnFlrb,112.63
J.%2520Roddy%2520Walston%2520And%2520The%2520Business,Marigold,J. Roddy Walston And The Business,293,J  Roddy Walston And The Business,https://api.spotify.com/v1/audio-features/3QzAOrNlsabgbMwlZt7TAY,3QzAOrNlsabgbMwlZt7TAY,97.008
Kendrick%2520Lamar,King%2520Kunta,Kendrick Lamar,293,Kendrick Lamar,https://api.spotify.com/v1/audio-features/0N3W5peJUQtI4eyR6GJT5O,0N3W5peJUQtI4eyR6GJT5O,107.059
Queens%2520Of%2520The%2520Stone%2520Age,My%2520God%2520Is%2520The%2520Sun,Queens Of The Stone Age,293,Queens Of The Stone Age,https://api.spotify.com/v1/audio-features/1kJzk6H4zQOIwjq6PMeWid,1kJzk6H4zQOIwjq6PMeWid,120.336
The%2520XX,VCR,The XX,293,The XX,https://api.spotify.com/v1/audio-features/2LJ1AKlgk4nHhR951pn0xS,2LJ1AKlgk4nHhR951pn0xS,118.045
Jack%2520White,Sixteen%2520Saltines,Jack White,292,Jack White,https://api.spotify.com/v1/audio-features/3XBPCbTU9rSGuyuK7Xbj4B,3XBPCbTU9rSGuyuK7Xbj4B,131.532
Kings%2520Of%2520Leon,Use%2520Somebody,Kings Of Leon,292,Kings Of Leon,https://api.spotify.com/v1/audio-features/0ntQJM78wzOLVeCUAW7Y45,0ntQJM78wzOLVeCUAW7Y45,153.398
Leon%2520Bridges,Better%2520Man,Leon Bridges,292,Leon Bridges,https://api.spotify.com/v1/audio-features/7tOYSMYowhxJ0uK3WMoL5n,7tOYSMYowhxJ0uK3WMoL5n,188.276
Sam%2520Smith,Stay%2520With%2520Me,Sam Smith,292,Sam Smith,https://api.spotify.com/v1/audio-features/5Nm9ERjJZ5oyfXZTECKmRt,5Nm9ERjJZ5oyfXZTECKmRt,84.094
Lizzo,Worship,Lizzo,291,Lizzo,https://api.spotify.com/v1/audio-features/6TURPlJoVlJBtTwFZo0RUr,6TURPlJoVlJBtTwFZo0RUr,81.02
Wolf%2520Alice,Bros,Wolf Alice,291,Wolf Alice,https://api.spotify.com/v1/audio-features/55bio2ZtgCnUWsbANOEETT,55bio2ZtgCnUWsbANOEETT,121.768
Father%2520John%2520Misty,Bored%2520In%2520The%2520USA,Father John Misty,290,Father John Misty,https://api.spotify.com/v1/audio-features/4qG7hWhljsqqENL5PaLA2z,4qG7hWhljsqqENL5PaLA2z,132.427
Nathaniel%2520Rateliff%2520And%2520The%2520Night%2520Sweats,I%2520Need%2520Never%2520Get%2520Old,Nathaniel Rateliff And The Night Sweats,290,Nathaniel Rateliff And The Night Sweats,https://api.spotify.com/v1/audio-features/6YfEvtwpQwGAWZBWzNmoIw,6YfEvtwpQwGAWZBWzNmoIw,135.093
Phantogram,Howling%2520At%2520The%2520Moon,Phantogram,290,Phantogram,https://api.spotify.com/v1/audio-features/3cvr7I6DJxIq3GL4UAU8p4,3cvr7I6DJxIq3GL4UAU8p4,173.968
Sylvan%2520Esso,Die%2520Young,Sylvan Esso,290,Sylvan Esso,https://api.spotify.com/v1/audio-features/1BRwuvjhkgezmv1gcI6lT6,1BRwuvjhkgezmv1gcI6lT6,101.974
The%2520Magnetic%2520Fields,Andrew%2520In%2520Drag,The Magnetic Fields,290,The Magnetic Fields,https://api.spotify.com/v1/audio-features/5ehMCdeOhsgsx25M6wAEzu,5ehMCdeOhsgsx25M6wAEzu,119.973
The%2520New%2520Pornographers,Your%2520Hands%2520%2520Together%2520,The New Pornographers,290,The New Pornographers,https://api.spotify.com/v1/audio-features/1iOJQhxKSJ7dg3Dk03yPnl,1iOJQhxKSJ7dg3Dk03yPnl,141.04
The%2520Strokes,Under%2520Cover%2520Of%2520Darkness,The Strokes,290,The Strokes,https://api.spotify.com/v1/audio-features/6u0x5ad9ewHvs3z6u9Oe3c,6u0x5ad9ewHvs3z6u9Oe3c,199.866
Alice%2520Merton,No%2520Roots,Alice Merton,289,Alice Merton,https://api.spotify.com/v1/audio-features/4CdfFYzaAJ0y0beKzmgJSn,4CdfFYzaAJ0y0beKzmgJSn,115.958
Cold%2520War%2520Kids,Miracle%2520Mile,Cold War Kids,289,Cold War Kids,https://api.spotify.com/v1/audio-features/4RvmQ5qbP5PxgJD0BN4EZK,4RvmQ5qbP5PxgJD0BN4EZK,142.849
Dawes,From%2520A%2520Window%2520Seat,Dawes,289,Dawes,https://api.spotify.com/v1/audio-features/0UVXrz4r0aM93PIMESW1dm,0UVXrz4r0aM93PIMESW1dm,73.099
Knox%2520Hamilton,Work%2520It%2520Out,Knox Hamilton,289,Knox Hamilton,https://api.spotify.com/v1/audio-features/4cxvludVmQxryrnx1m9FqL,4cxvludVmQxryrnx1m9FqL,180.466
Rufus%2520Wainwright,Out%2520Of%2520The%2520Game,Rufus Wainwright,289,Rufus Wainwright,https://api.spotify.com/v1/audio-features/2hkjEqloiE8FdudIDgUbwJ,2hkjEqloiE8FdudIDgUbwJ,69.381
The%2520Black%2520Keys,Little%2520Black%2520Submarines,The Black Keys,289,The Black Keys,https://api.spotify.com/v1/audio-features/1PXsUXSM3LF2XNSkmIldPb,1PXsUXSM3LF2XNSkmIldPb,95.163
The%2520Heavy,What%2520Makes%2520A%2520Good%2520Man%2520,The Heavy,289,The Heavy,https://api.spotify.com/v1/audio-features/3nGWzFBJ5tMzHWAgs16fK6,3nGWzFBJ5tMzHWAgs16fK6,186.15
Bear%2520Hands,2AM,Bear Hands,288,Bear Hands,https://api.spotify.com/v1/audio-features/5zaaJzDbwAr2z4uN1kcmKC,5zaaJzDbwAr2z4uN1kcmKC,184.033
Beck,Up%2520All%2520Night,Beck,288,Beck,https://api.spotify.com/v1/audio-features/6ecAkpOqGXQOkISSy5WWfi,6ecAkpOqGXQOkISSy5WWfi,165.997
Jack%2520White,Lazaretto,Jack White,288,Jack White,https://api.spotify.com/v1/audio-features/3T76zPJz3tWL27FrjJe2ot,3T76zPJz3tWL27FrjJe2ot,118.214
Laura%2520Marling,False%2520Hope,Laura Marling,288,Laura Marling,https://api.spotify.com/v1/audio-features/3LHg768dEKqJKht2uPTlVR,3LHg768dEKqJKht2uPTlVR,NA
Noel%2520Gallagher's%2520High%2520Flying%2520Birds,In%2520The%2520Heat%2520Of%2520The%2520Moment,Noel Gallagher's High Flying Birds,288,Noel Gallagher s High Flying Birds,https://api.spotify.com/v1/audio-features/5W5MRU12dpuOnd5WmWzian,5W5MRU12dpuOnd5WmWzian,NA
Portugal%2520The%2520Man,Live%2520In%2520The%2520Moment,Portugal The Man,288,Portugal The Man,https://api.spotify.com/v1/audio-features/60eOMEt3WNVX1m1jmApmnX,60eOMEt3WNVX1m1jmApmnX,128.017
The%2520Avett%2520Brothers,Another%2520Is%2520Waiting,The Avett Brothers,288,The Avett Brothers,https://api.spotify.com/v1/audio-features/34O7wd0tOqZQSNeeTCZryH,34O7wd0tOqZQSNeeTCZryH,NA
The%2520National,The%2520System%2520Only%2520Dreams%2520In%2520Total%2520Darkness,The National,288,The National,https://api.spotify.com/v1/audio-features/612R6rJlv9N3wpljUpT8Ja,612R6rJlv9N3wpljUpT8Ja,NA
Arcade%2520Fire,Afterlife,Arcade Fire,287,Arcade Fire,https://api.spotify.com/v1/audio-features/7rL602DQps4QmrrjbinLzP,7rL602DQps4QmrrjbinLzP,NA
Atmosphere,Finer%2520Things%2520feat%2520%2520Dem%2520Atlas,Atmosphere,287,Atmosphere,https://api.spotify.com/v1/audio-features/0qrOEuhMXqAyMMyfOCZ2yC,0qrOEuhMXqAyMMyfOCZ2yC,124.674
HAIM,Forever,HAIM,287,HAIM,https://api.spotify.com/v1/audio-features/5pSRBmJhkfZm1eilG3VW3L,5pSRBmJhkfZm1eilG3VW3L,NA
Metric,Help%2520%2520I%2520m%2520Alive,Metric,287,Metric,https://api.spotify.com/v1/audio-features/0cahtHEywK64NSWqm2SDTi,0cahtHEywK64NSWqm2SDTi,NA
City%2520And%2520Colour,Lover%2520Come%2520Back,City And Colour,286,City And Colour,https://api.spotify.com/v1/audio-features/7G9yE2L2bXxqaQKVL2rKAr,7G9yE2L2bXxqaQKVL2rKAr,NA
Dinosaur%2520Jr.,Tiny,Dinosaur Jr.,286,Dinosaur Jr,https://api.spotify.com/v1/audio-features/6B1rvaRgpIAqjyIOZK9TNC,6B1rvaRgpIAqjyIOZK9TNC,115.819
Jason%2520Isbell,The%2520Life%2520You%2520Chose,Jason Isbell,286,Jason Isbell,https://api.spotify.com/v1/audio-features/27VAi9SsvAQhS7LeQSi349,27VAi9SsvAQhS7LeQSi349,NA
Yeasayer,Henrietta,Yeasayer,286,Yeasayer,https://api.spotify.com/v1/audio-features/4gmivt1Q8UbnQZMVHLH43v,4gmivt1Q8UbnQZMVHLH43v,108.038
Atoms%2520For%2520Peace,Default,Atoms For Peace,285,Atoms For Peace,https://api.spotify.com/v1/audio-features/1b85pN99A6Mn3UU81SYUg0,1b85pN99A6Mn3UU81SYUg0,NA
Beach%2520House,Norway,Beach House,285,Beach House,https://api.spotify.com/v1/audio-features/2WR4vnUdenSmOQHF2jyBTa,2WR4vnUdenSmOQHF2jyBTa,NA
Cage%2520The%2520Elephant,Trouble,Cage The Elephant,285,Cage The Elephant,https://api.spotify.com/v1/audio-features/5n0CTysih20NYdT2S0Wpe8,5n0CTysih20NYdT2S0Wpe8,NA
Childish%2520Gambino,Redbone,Childish Gambino,285,Childish Gambino,https://api.spotify.com/v1/audio-features/0WtDGnWL2KrMCk0mI1Gpwz,0WtDGnWL2KrMCk0mI1Gpwz,160.111
Sturgill%2520Simpson,Brace%2520For%2520Impact%2520%2520Live%2520A%2520Little%2520,Sturgill Simpson,285,Sturgill Simpson,https://api.spotify.com/v1/audio-features/2su9lOnI21rEmHdBcWjM2B,2su9lOnI21rEmHdBcWjM2B,97.305
The%25201975,Love%2520Me,The 1975,285,The 1975,https://api.spotify.com/v1/audio-features/6ny9c4QDp91BpBX12HbyPC,6ny9c4QDp91BpBX12HbyPC,NA
The%2520Avett%2520Brothers,Laundry%2520Room,The Avett Brothers,285,The Avett Brothers,https://api.spotify.com/v1/audio-features/6AVpKLavPBqssEUf4yTGKg,6AVpKLavPBqssEUf4yTGKg,NA
The%2520Decemberists,The%2520Hazards%2520Of%2520Love%25201%2520%2520The%2520Pr%2520%2520%2520%2520Wrestle%2520The%2520Thistles%2520Undone%2520,The Decemberists,285,The Decemberists,https://api.spotify.com/v1/audio-features/5ID0RkPntsnrSc53KWQbr8,5ID0RkPntsnrSc53KWQbr8,NA
Beach%2520House,Zebra,Beach House,284,Beach House,https://api.spotify.com/v1/audio-features/1DlU5kLNq8BemgG3kJg8IG,1DlU5kLNq8BemgG3kJg8IG,NA
Beirut,No%2520No%2520No,Beirut,284,Beirut,https://api.spotify.com/v1/audio-features/1xRzpBiy7nmgP0oVmnseNF,1xRzpBiy7nmgP0oVmnseNF,NA
Catfish%2520And%2520The%2520Bottlemen,7,Catfish And The Bottlemen,284,Catfish And The Bottlemen,https://api.spotify.com/v1/audio-features/1MHYAqWWdDRePmnqORynrq,1MHYAqWWdDRePmnqORynrq,NA
Daft%2520Punk,Lose%2520Yourself%2520To%2520Dance%2520feat%2520%2520Pharrell%2520Williams,Daft Punk,284,Daft Punk,https://api.spotify.com/v1/audio-features/5Z01UMMf7V1o0MzF86s6WJ,5Z01UMMf7V1o0MzF86s6WJ,NA
Foxygen,Follow%2520The%2520Leader,Foxygen,284,Foxygen,https://api.spotify.com/v1/audio-features/6RgrpOgbTI3M2qvA8XIvTb,6RgrpOgbTI3M2qvA8XIvTb,NA
Modest%2520Mouse,Satellite%2520Skin,Modest Mouse,284,Modest Mouse,https://api.spotify.com/v1/audio-features/7CHRoWqLaTTwtSwsYHNJgX,7CHRoWqLaTTwtSwsYHNJgX,NA
Polica,Lay%2520Your%2520Cards%2520Out,Polica,284,Polica,https://api.spotify.com/v1/audio-features/5kbeIdLuFXtRHtoTqSDnE3,5kbeIdLuFXtRHtoTqSDnE3,NA
Regina%2520Spektor,Bleeding%2520Heart,Regina Spektor,284,Regina Spektor,https://api.spotify.com/v1/audio-features/2n0U2OG5d6TuW5mKx7YrC0,2n0U2OG5d6TuW5mKx7YrC0,NA
Ty%2520Segall,Manipulator,Ty Segall,284,Ty Segall,https://api.spotify.com/v1/audio-features/57SGVmGpFIvGKHWgxUo6rm,57SGVmGpFIvGKHWgxUo6rm,NA
Vampire%2520Weekend,Giving%2520Up%2520The%2520Gun,Vampire Weekend,284,Vampire Weekend,https://api.spotify.com/v1/audio-features/3AydAydLzyyZutA0375XIz,3AydAydLzyyZutA0375XIz,NA
Brandi%2520Carlile,The%2520Joke,Brandi Carlile,283,Brandi Carlile,https://api.spotify.com/v1/audio-features/0EKBV6GybPtALXUgWqWrym,0EKBV6GybPtALXUgWqWrym,NA
Kings%2520Of%2520Leon,Radioactive,Kings Of Leon,283,Kings Of Leon,https://api.spotify.com/v1/audio-features/0ntQJM78wzOLVeCUAW7Y45,0ntQJM78wzOLVeCUAW7Y45,NA
New%2520Order,Restless,New Order,283,New Order,https://api.spotify.com/v1/audio-features/5xYTsbx3aGOGv3mvIxny97,5xYTsbx3aGOGv3mvIxny97,NA
Twin%2520Shadow,Five%2520Seconds,Twin Shadow,283,Twin Shadow,https://api.spotify.com/v1/audio-features/6PGToxtt6KrZztJe6j66in,6PGToxtt6KrZztJe6j66in,NA
Kungs,This%2520Girl,Kungs,282,Kungs,https://api.spotify.com/v1/audio-features/1A8j067qyiNwQnZT0bzUpZ,1A8j067qyiNwQnZT0bzUpZ,NA
Lana%2520Del%2520Rey,Love,Lana Del Rey,282,Lana Del Rey,https://api.spotify.com/v1/audio-features/2Kerz9H9IejzeIpjhDJoYG,2Kerz9H9IejzeIpjhDJoYG,NA
Laura%2520Marling,Soothing,Laura Marling,282,Laura Marling,https://api.spotify.com/v1/audio-features/5qgyfyptP3pLeWs9maKPkg,5qgyfyptP3pLeWs9maKPkg,NA
Radiohead,Lotus%2520Flower,Radiohead,282,Radiohead,https://api.spotify.com/v1/audio-features/2QeutlLcJf2V1cMUUsDFT1,2QeutlLcJf2V1cMUUsDFT1,127.99
The%2520National,Humiliation,The National,282,The National,https://api.spotify.com/v1/audio-features/7mUbWcWPImNVcLcNewe2Dy,7mUbWcWPImNVcLcNewe2Dy,NA
Benjamin%2520Booker,Wicked%2520Waters,Benjamin Booker,281,Benjamin Booker,https://api.spotify.com/v1/audio-features/1sbHFifuv1c7j7uJO2KrjA,1sbHFifuv1c7j7uJO2KrjA,NA
Cold%2520War%2520Kids,First,Cold War Kids,281,Cold War Kids,https://api.spotify.com/v1/audio-features/3omXshBamrREltcf24gYDC,3omXshBamrREltcf24gYDC,NA
Mac%2520DeMarco,The%2520Way%2520You%2520d%2520Love%2520Her,Mac DeMarco,281,Mac DeMarco,https://api.spotify.com/v1/audio-features/7H7NyZ3G075GqPx2evsfeb,7H7NyZ3G075GqPx2evsfeb,NA
